ylixir,0,1,united states
monicaaluko,0,1,blank field
carusogabriel,2,120,brazil
petk,11,190,Undefined
andygajetzki,0,1,canada
yobrx,0,1,Undefined
nikic,2,68,germany
mizunashi-mana,0,1,japan
cmb69,18,75,blank field
TysonAndre,3,22,blank field
dstogov,12,24,russia
codemascot,0,6,bangladesh
adoy,3,6,canada
bugreportuser,0,3,blank field
camporter,0,1,blank field
Majkl578,1,9,czechia
pmmaga,2,31,Undefined
manuelm,1,2,austria
mconkin,0,1,cuba
truestblue,0,1,blank field
twose,0,2,china
stodorovic,0,1,serbia
asgrim,0,1,Undefined
testAccountDeltas,0,1,blank field
Letargie,1,1,blank field
kkopachev,0,1,Undefined
villfa,2,23,france
tiffany-taylor,0,1,blank field
mvdwerve,0,1,netherlands
aryanashu,0,1,blank field
devnexen,3,38,blank field
remicollet,0,15,france
vhuk,0,11,blank field
bukka,17,30,united kingdom
massimilianobraglia,0,1,Undefined
DaveRandom,1,5,united kingdom
dktapps,0,5,united kingdom
sodabrew,0,1,united states
sgolemon,0,9,united states
DesWurstes,0,1,blank field
morrisonlevi,1,7,united states
TRowbotham,0,1,united states
hongboliu,0,1,blank field
oerdnj,1,4,Undefined
Padrio,0,1,germany
viest,0,1,china
Gemorroj,0,1,belarus
exponentxqq,0,2,blank field
duncan3dc,2,16,united kingdom
sj-i,0,1,blank field
adsr,0,8,united states
staabm,1,17,germany
kabel,0,1,argentina
cdoco,0,2,china
mike-grinspan,0,1,united states
sim1984,0,2,blank field
smalyshev,0,3,united states
YMas,0,1,united kingdom
rtheunissen,0,3,united states
MarcusSchwarz,0,1,Undefined
mdwheele,0,1,united states
timurib,0,5,blank field
deanisty,0,1,Undefined
dusta,0,1,poland
tpunt,0,17,united kingdom
tvlooy,0,16,belgium
charlesportwoodii,1,3,blank field
RobberPhex,0,1,Undefined
iquad,0,1,blank field
ntzm,1,3,united kingdom
samding01,0,7,blank field
pmukhin,1,1,thailand
chancegarcia,0,3,united states
keyurdg,2,5,united states
strongholdmedia,0,1,hungary
wol-soft,0,1,germany
antonkomarev,0,1,Undefined
mhagstrand,4,39,Undefined
xKerman,0,2,japan
pavelkovar,0,1,blank field
rfrail3,0,1,blank field
eriklax,0,1,Undefined
andrewnester,1,30,netherlands
Felixoid,0,1,germany
shiguangqi,0,1,china
sarciszewski,0,1,united states
YuriyNasretdinov,0,1,russia
agxmaster,0,1,blank field
nikita2206,1,4,russia
weltling,0,6,blank field
tpetazzoni,0,3,france
tianon,0,1,Undefined
markseu,0,1,Undefined
EatonZ,0,1,Undefined
seliver,0,1,portugal
commercebyte,1,2,Undefined
ArondeParon,0,1,Undefined
pcrov,0,2,blank field
atvoicu,0,1,blank field
kelunik,0,11,germany
tback,0,2,germany
johnstevenson,0,4,blank field
jhdxr,0,20,singapore
jonathantorres,0,1,united states
lvht,0,8,Undefined
mgorny,0,1,poland
puwenhan,0,1,blank field
solotandem,0,1,blank field
yellowcrescent,0,1,united states
tatarbj,0,1,belgium
mjmunger,0,1,united states
orynider,0,1,romania
valga,0,1,blank field
mhei,0,4,germany
guoj76,0,1,blank field
pslacerda,0,1,brazil
ghost,0,8,Undefined
bp1222,2,12,united states
bishopb,0,6,blank field
LeeXun,0,1,taiwan
smwa,0,1,united states
pprindeville,0,5,united states
lylyb,0,1,blank field
orlitzky,2,5,united states
dgrant116,0,1,blank field
motecshine,0,3,Undefined
zufuliu,0,1,blank field
Fleshgrinder,1,17,germany
alexanderholman,0,2,Undefined
iRipVanWinkle,0,2,ukraine
UziTech,0,1,united states
kaplanlior,7,14,blank field
SudanLadu,0,1,blank field
rquadling,0,1,united kingdom
ezimuel,0,1,Undefined
michele-damiano,0,1,blank field
diodoe,0,1,italy
xrmx,0,2,Undefined
kenboy,0,1,russia
lwhsu,0,1,taiwan
danilosilva87,0,1,brazil
Young-X,0,1,blank field
jelly,0,13,Undefined
Berbe,0,1,blank field
BenMorel,1,2,france
wuhaozheng2,0,1,blank field
csandanov,0,1,blank field
lpj145,0,1,Undefined
javiereguiluz,0,1,Undefined
Sebbyastian,0,6,blank field
MattJeevas,0,2,blank field
royopa,0,14,Undefined
paragonie-scott,0,5,united states
crhg,0,1,japan
richvigorito,0,1,united states
alekitto,0,1,blank field
colinodell,0,1,united states
zimuyang,0,3,blank field
berndlosert,0,1,blank field
adambaratz,4,14,blank field
DanielCiochiu,0,1,romania
cup,0,1,united states
SammyK,5,21,Undefined
artmnv,0,1,blank field
herumi,0,1,blank field
morozov,0,3,philippines
glensc,0,2,blank field
PHPGangsta,0,1,Undefined
rodggerbr,0,2,blank field
sr5732358,0,2,blank field
vitormattos,0,1,Undefined
sheldonled,0,1,ireland
iggyvolz,0,1,blank field
BertrandF23,0,2,ireland
gabrieldagama,0,1,blank field
railto,0,2,ireland
michaelpaul,0,3,brazil
sivaschenko,0,1,ireland
fandrieu,0,2,blank field
dennisluzern,0,1,blank field
hjr3,0,2,Undefined
KristofMorva,0,1,hungary
tianhe1986,1,2,china
mradcliffe,0,1,blank field
thiagooak,0,1,germany
mcarbonneaux,0,5,france
userator,0,1,russia
MarkBaker,0,1,united kingdom
szepeviktor,0,1,hungary
ramsey,0,1,united states
neoform,0,1,canada
ionescuvalentinadrian,0,2,blank field
mbniebergall,0,1,blank field
jjeising,0,1,germany
bohwaz,1,4,new zealand
7snovic,0,1,egypt
dzuelke,0,1,germany
flow-control,1,1,Undefined
sumpygump,0,1,united states
bouk,0,1,blank field
kenguest,0,2,ireland
krageon,0,1,blank field
eduardogonrod,0,1,blank field
jpjoao,0,2,ireland
mnspodrska,0,1,serbia
scrx,0,1,ireland
rjsmelo,1,1,ireland
tbpgr,1,1,japan
fabpot,0,1,france
SjonHortensius,0,4,blank field
blar,2,12,germany
patrickallaert,0,1,belgium
jbboehr,0,2,united states
barryosull,0,1,blank field
clwu88,0,1,blank field
zsalab,0,1,Undefined
hikari-no-yume,4,11,Undefined
ziishaned,1,1,united arab emirates
chipitsine,0,1,blank field
laruence,1,2,china
bwbroersma,0,1,Undefined
jrfnl,0,1,netherlands
issei-m,0,1,japan
immpo,0,1,china
ralt,0,1,australia
MCMic,2,2,blank field
SpacePossum,0,1,blank field
yaoguais,0,1,Undefined
cebe,0,1,Undefined
jedisct1,1,3,france
frederikbosch,0,1,netherlands
flaupretre,0,1,Undefined
zsprackett,0,1,Undefined
Aardvark8,0,2,blank field
Sentoki,0,1,russia
windrainw,0,1,blank field
jcomeauictx,0,1,united states
vishnupandey,0,1,blank field
nagayev2002,0,1,russia
danchukas,0,1,blank field
ideal,0,1,china
wapmorgan,0,1,russia
EdwinHoksberg,0,1,Undefined
LinuzLuzas,0,3,Undefined
keller0,0,2,Undefined
jesperhag,0,1,sweden
libnex,0,1,blank field
ttoohey,0,1,blank field
ellotheth,0,1,blank field
shaikhul,0,1,united states
frasmage,0,1,canada
michaelmoussa,0,2,blank field
caldwell,1,1,blank field
KiNgMaR,0,2,Undefined
nicolas-grekas,0,2,france
themasch,0,1,germany
madorin,0,8,moldova
ifdattic,1,1,lithuania
ekinhbayar,0,3,blank field
swalk-cavium,0,3,blank field
b1rdex,0,1,russia
uziomg,0,1,blank field
cweiske,0,1,germany
alexanderilyin,0,1,united states
matej21,0,1,czechia
alesrebec,0,1,blank field
GXhua,0,1,Undefined
skvoboo,0,1,blank field
supl,0,1,blank field
acuna-personal,0,2,blank field
KoenigsKind,0,2,germany
smuggli,1,2,germany
edgarsandi,0,3,brazil
chopins,0,1,Undefined
pp3345,1,1,germany
chschneider,0,1,blank field
mhujer,0,1,Undefined
butane,0,2,india
schwindy,0,1,blank field
maurice2k,0,1,germany
rpv-tomsk,0,1,russia
DASPRiD,0,1,germany
keradus,0,1,poland
adrian5,0,1,blank field
mbonneau,0,2,blank field
x-xiang,0,1,china
narfbg,0,3,bulgaria
dreamsxin,2,7,china
IMSoP,0,3,blank field
weicuixia,0,1,blank field
overhacked,0,1,blank field
dagelf,0,1,Undefined
dol,0,2,switzerland
Grundik,0,1,blank field
benjarobin,0,1,blank field
Zenju,0,1,blank field
dyeldandi,0,4,blank field
ericpoe,0,1,united states
finwe,0,1,Undefined
c960657,0,1,Undefined
somedaysummer,0,1,blank field
Stricted,0,5,germany
MTres19,0,1,blank field
aboks,0,4,Undefined
AleksandrKuporosov,0,2,blank field
Danack,2,3,united kingdom
pinepain,0,1,ukraine
axot,1,2,Undefined
mcq8,0,2,blank field
polachok,0,1,blank field
heiglandreas,0,2,germany
bohemien,0,1,blank field
lt,3,7,Undefined
gureedo,0,1,russia
Synchro,0,1,france
GrahamCampbell,0,1,Undefined
dedalqq,0,3,blank field
dereckson,0,2,belgium
vanviegen,0,2,blank field
AhmedDaou,0,1,united states
yanzewei,0,1,blank field
andypost,0,1,russia
annopnod,0,1,Undefined
yohgaki,1,13,japan
Tobion,1,1,switzerland
bwoebi,0,6,luxembourg
PowerKiKi,0,1,Undefined
PeeHaa,0,2,Undefined
hnw,1,1,japan
weirdan,0,1,blank field
moogah,0,1,blank field
brzuchal,0,2,Undefined
darkain,0,2,united states
mk-j,0,1,blank field
jeanCarloMachado,0,1,blank field
dlundgren,0,1,united states
amochohan,0,1,united kingdom
mlocati,0,2,italy
ffontaine,1,1,blank field
ksmiley,1,2,united states
zfigura,0,1,Undefined
peterlebrun,0,2,blank field
marcioAlmada,0,4,brazil
noldor,1,1,japan
Kaiserchen,0,1,blank field
tom916,0,1,blank field
masakielastic,0,3,japan
Overtonesinger,0,1,czechia
trylab,0,1,Undefined
Sannis,1,2,russia
jpauli,0,1,france
teohhanhui,0,1,france
snowqiang,0,1,blank field
dshafik,0,4,united states
mohamedaymenkarmous,0,1,blank field
ivanmyagky,0,2,blank field
microhuang,0,1,blank field
schlndh,0,1,blank field
Metabolix,1,8,finland
1ApSH,0,2,blank field
mre,0,1,germany
coladict,0,1,bulgaria
rmccullagh,0,3,blank field
singerb,0,1,blank field
trowski,2,3,united states
joeyhub,0,1,blank field
Anonymodmous,0,1,blank field
huailairen,0,1,blank field
MESWEB,0,1,blank field
ju1ius,0,5,blank field
ivanor1,0,1,blank field
phackwer,0,12,blank field
zhoufengshan,0,1,blank field
PallHaraldsson,1,1,blank field
y-uti,0,4,japan
turboezh,0,2,russia
gooh,0,1,Undefined
paresy,0,1,germany
vobruba-martin,0,2,blank field
firedtoad,0,2,china
ranvis,1,1,blank field
jerairrest,0,1,canada
VBart,0,1,russia
jmikola,0,1,united states
JonesN3,0,1,norway
ChadSikorra,2,2,united states
zghosts,0,1,blank field
MatmaRex,0,1,poland
tyage,0,1,japan
rtournoy,1,1,france
RyanNerd,0,1,saint vincent and the grenadines
gohanman,0,1,blank field
ghfjdksl,0,2,blank field
TorbenKoehn,1,1,germany
owengo,0,1,blank field
sskaje,1,1,blank field
smoon8,0,1,blank field
c9s,0,5,taiwan
kinglozzer,0,1,united kingdom
maxdax15801,0,1,blank field
mmcco,0,1,united states
bestis,0,1,blank field
algo13,0,1,blank field
matason,0,1,blank field
axiac,0,1,blank field
Valkyrurr,1,1,philippines
plding,0,1,blank field
nomis,0,1,Undefined
krakjoe,0,3,united kingdom
LawnGnome,0,1,canada
jampunkramadhan,0,1,Undefined
nazar-pc,1,1,Undefined
punksdead,0,1,blank field
soda0289,0,1,blank field
not-implemented,1,1,germany
mathieuk,0,1,blank field
shouze,0,1,france
RajaRamKannuri,0,1,blank field
GeeH,0,1,united kingdom
Fermi,0,1,blank field
Jasu,0,1,blank field
msierks,1,1,canada
v-kaywon,0,1,united states
ylixir,0,1,united states
monicaaluko,0,1,blank field
carusogabriel,2,120,brazil
petk,11,190,Undefined
andygajetzki,0,1,canada
yobrx,0,1,Undefined
nikic,2,68,germany
mizunashi-mana,0,1,japan
cmb69,18,75,blank field
TysonAndre,3,22,blank field
dstogov,12,24,russia
codemascot,0,6,bangladesh
adoy,3,6,canada
bugreportuser,0,3,blank field
camporter,0,1,blank field
Majkl578,1,9,czechia
pmmaga,2,31,Undefined
manuelm,1,2,austria
mconkin,0,1,cuba
truestblue,0,1,blank field
twose,0,2,china
stodorovic,0,1,serbia
asgrim,0,1,Undefined
testAccountDeltas,0,1,blank field
Letargie,1,1,blank field
kkopachev,0,1,Undefined
villfa,2,23,france
tiffany-taylor,0,1,blank field
mvdwerve,0,1,netherlands
aryanashu,0,1,blank field
devnexen,3,38,blank field
remicollet,0,15,france
vhuk,0,11,blank field
bukka,17,30,united kingdom
massimilianobraglia,0,1,Undefined
DaveRandom,1,5,united kingdom
dktapps,0,5,united kingdom
sodabrew,0,1,united states
sgolemon,0,9,united states
DesWurstes,0,1,blank field
morrisonlevi,1,7,united states
TRowbotham,0,1,united states
hongboliu,0,1,blank field
oerdnj,1,4,Undefined
Padrio,0,1,germany
viest,0,1,china
Gemorroj,0,1,belarus
exponentxqq,0,2,blank field
duncan3dc,2,16,united kingdom
sj-i,0,1,blank field
adsr,0,8,united states
staabm,1,17,germany
kabel,0,1,argentina
cdoco,0,2,china
mike-grinspan,0,1,united states
sim1984,0,2,blank field
smalyshev,0,3,united states
YMas,0,1,united kingdom
rtheunissen,0,3,united states
MarcusSchwarz,0,1,Undefined
mdwheele,0,1,united states
timurib,0,5,blank field
deanisty,0,1,Undefined
dusta,0,1,poland
tpunt,0,17,united kingdom
tvlooy,0,16,belgium
charlesportwoodii,1,3,blank field
RobberPhex,0,1,Undefined
iquad,0,1,blank field
ntzm,1,3,united kingdom
samding01,0,7,blank field
pmukhin,1,1,thailand
chancegarcia,0,3,united states
keyurdg,2,5,united states
strongholdmedia,0,1,hungary
wol-soft,0,1,germany
antonkomarev,0,1,Undefined
mhagstrand,4,39,Undefined
xKerman,0,2,japan
pavelkovar,0,1,blank field
rfrail3,0,1,blank field
eriklax,0,1,Undefined
andrewnester,1,30,netherlands
Felixoid,0,1,germany
shiguangqi,0,1,china
sarciszewski,0,1,united states
YuriyNasretdinov,0,1,russia
agxmaster,0,1,blank field
nikita2206,1,4,russia
weltling,0,6,blank field
tpetazzoni,0,3,france
tianon,0,1,Undefined
markseu,0,1,Undefined
EatonZ,0,1,Undefined
seliver,0,1,portugal
commercebyte,1,2,Undefined
ArondeParon,0,1,Undefined
pcrov,0,2,blank field
atvoicu,0,1,blank field
kelunik,0,11,germany
tback,0,2,germany
johnstevenson,0,4,blank field
jhdxr,0,20,singapore
jonathantorres,0,1,united states
lvht,0,8,Undefined
mgorny,0,1,poland
puwenhan,0,1,blank field
solotandem,0,1,blank field
yellowcrescent,0,1,united states
tatarbj,0,1,belgium
mjmunger,0,1,united states
orynider,0,1,romania
valga,0,1,blank field
mhei,0,4,germany
guoj76,0,1,blank field
pslacerda,0,1,brazil
ghost,0,8,Undefined
bp1222,2,12,united states
bishopb,0,6,blank field
LeeXun,0,1,taiwan
smwa,0,1,united states
pprindeville,0,5,united states
lylyb,0,1,blank field
orlitzky,2,5,united states
dgrant116,0,1,blank field
motecshine,0,3,Undefined
zufuliu,0,1,blank field
Fleshgrinder,1,17,germany
alexanderholman,0,2,Undefined
iRipVanWinkle,0,2,ukraine
UziTech,0,1,united states
kaplanlior,7,14,blank field
SudanLadu,0,1,blank field
rquadling,0,1,united kingdom
ezimuel,0,1,Undefined
michele-damiano,0,1,blank field
diodoe,0,1,italy
xrmx,0,2,Undefined
kenboy,0,1,russia
lwhsu,0,1,taiwan
danilosilva87,0,1,brazil
Young-X,0,1,blank field
jelly,0,13,Undefined
Berbe,0,1,blank field
BenMorel,1,2,france
wuhaozheng2,0,1,blank field
csandanov,0,1,blank field
lpj145,0,1,Undefined
javiereguiluz,0,1,Undefined
Sebbyastian,0,6,blank field
MattJeevas,0,2,blank field
royopa,0,14,Undefined
paragonie-scott,0,5,united states
crhg,0,1,japan
richvigorito,0,1,united states
alekitto,0,1,blank field
colinodell,0,1,united states
zimuyang,0,3,blank field
berndlosert,0,1,blank field
adambaratz,4,14,blank field
DanielCiochiu,0,1,romania
cup,0,1,united states
SammyK,5,21,Undefined
artmnv,0,1,blank field
herumi,0,1,blank field
morozov,0,3,philippines
glensc,0,2,blank field
PHPGangsta,0,1,Undefined
rodggerbr,0,2,blank field
sr5732358,0,2,blank field
vitormattos,0,1,Undefined
sheldonled,0,1,ireland
iggyvolz,0,1,blank field
BertrandF23,0,2,ireland
gabrieldagama,0,1,blank field
railto,0,2,ireland
michaelpaul,0,3,brazil
sivaschenko,0,1,ireland
fandrieu,0,2,blank field
dennisluzern,0,1,blank field
hjr3,0,2,Undefined
KristofMorva,0,1,hungary
tianhe1986,1,2,china
mradcliffe,0,1,blank field
thiagooak,0,1,germany
mcarbonneaux,0,5,france
userator,0,1,russia
MarkBaker,0,1,united kingdom
szepeviktor,0,1,hungary
ramsey,0,1,united states
neoform,0,1,canada
ionescuvalentinadrian,0,2,blank field
mbniebergall,0,1,blank field
jjeising,0,1,germany
bohwaz,1,4,new zealand
7snovic,0,1,egypt
dzuelke,0,1,germany
flow-control,1,1,Undefined
sumpygump,0,1,united states
bouk,0,1,blank field
kenguest,0,2,ireland
krageon,0,1,blank field
eduardogonrod,0,1,blank field
jpjoao,0,2,ireland
mnspodrska,0,1,serbia
scrx,0,1,ireland
rjsmelo,1,1,ireland
tbpgr,1,1,japan
fabpot,0,1,france
SjonHortensius,0,4,blank field
blar,2,12,germany
patrickallaert,0,1,belgium
jbboehr,0,2,united states
barryosull,0,1,blank field
clwu88,0,1,blank field
zsalab,0,1,Undefined
hikari-no-yume,4,11,Undefined
ziishaned,1,1,united arab emirates
chipitsine,0,1,blank field
laruence,1,2,china
bwbroersma,0,1,Undefined
jrfnl,0,1,netherlands
issei-m,0,1,japan
immpo,0,1,china
ralt,0,1,australia
MCMic,2,2,blank field
SpacePossum,0,1,blank field
yaoguais,0,1,Undefined
cebe,0,1,Undefined
jedisct1,1,3,france
frederikbosch,0,1,netherlands
flaupretre,0,1,Undefined
zsprackett,0,1,Undefined
Aardvark8,0,2,blank field
Sentoki,0,1,russia
windrainw,0,1,blank field
jcomeauictx,0,1,united states
vishnupandey,0,1,blank field
nagayev2002,0,1,russia
danchukas,0,1,blank field
ideal,0,1,china
wapmorgan,0,1,russia
EdwinHoksberg,0,1,Undefined
LinuzLuzas,0,3,Undefined
keller0,0,2,Undefined
jesperhag,0,1,sweden
libnex,0,1,blank field
ttoohey,0,1,blank field
ellotheth,0,1,blank field
shaikhul,0,1,united states
frasmage,0,1,canada
michaelmoussa,0,2,blank field
caldwell,1,1,blank field
KiNgMaR,0,2,Undefined
nicolas-grekas,0,2,france
themasch,0,1,germany
madorin,0,8,moldova
ifdattic,1,1,lithuania
ekinhbayar,0,3,blank field
swalk-cavium,0,3,blank field
b1rdex,0,1,russia
uziomg,0,1,blank field
cweiske,0,1,germany
alexanderilyin,0,1,united states
matej21,0,1,czechia
alesrebec,0,1,blank field
GXhua,0,1,Undefined
skvoboo,0,1,blank field
supl,0,1,blank field
acuna-personal,0,2,blank field
KoenigsKind,0,2,germany
smuggli,1,2,germany
edgarsandi,0,3,brazil
chopins,0,1,Undefined
pp3345,1,1,germany
chschneider,0,1,blank field
mhujer,0,1,Undefined
butane,0,2,india
schwindy,0,1,blank field
maurice2k,0,1,germany
rpv-tomsk,0,1,russia
DASPRiD,0,1,germany
keradus,0,1,poland
adrian5,0,1,blank field
mbonneau,0,2,blank field
x-xiang,0,1,china
narfbg,0,3,bulgaria
dreamsxin,2,7,china
IMSoP,0,3,blank field
weicuixia,0,1,blank field
overhacked,0,1,blank field
dagelf,0,1,Undefined
dol,0,2,switzerland
Grundik,0,1,blank field
benjarobin,0,1,blank field
Zenju,0,1,blank field
dyeldandi,0,4,blank field
ericpoe,0,1,united states
finwe,0,1,Undefined
c960657,0,1,Undefined
somedaysummer,0,1,blank field
Stricted,0,5,germany
MTres19,0,1,blank field
aboks,0,4,Undefined
AleksandrKuporosov,0,2,blank field
Danack,2,3,united kingdom
pinepain,0,1,ukraine
axot,1,2,Undefined
mcq8,0,2,blank field
polachok,0,1,blank field
heiglandreas,0,2,germany
bohemien,0,1,blank field
lt,3,7,Undefined
gureedo,0,1,russia
Synchro,0,1,france
GrahamCampbell,0,1,Undefined
dedalqq,0,3,blank field
dereckson,0,2,belgium
vanviegen,0,2,blank field
AhmedDaou,0,1,united states
yanzewei,0,1,blank field
andypost,0,1,russia
annopnod,0,1,Undefined
yohgaki,1,13,japan
Tobion,1,1,switzerland
bwoebi,0,6,luxembourg
PowerKiKi,0,1,Undefined
PeeHaa,0,2,Undefined
hnw,1,1,japan
weirdan,0,1,blank field
moogah,0,1,blank field
brzuchal,0,2,Undefined
darkain,0,2,united states
mk-j,0,1,blank field
jeanCarloMachado,0,1,blank field
dlundgren,0,1,united states
amochohan,0,1,united kingdom
mlocati,0,2,italy
ffontaine,1,1,blank field
ksmiley,1,2,united states
zfigura,0,1,Undefined
peterlebrun,0,2,blank field
marcioAlmada,0,4,brazil
noldor,1,1,japan
Kaiserchen,0,1,blank field
tom916,0,1,blank field
masakielastic,0,3,japan
Overtonesinger,0,1,czechia
trylab,0,1,Undefined
Sannis,1,2,russia
jpauli,0,1,france
teohhanhui,0,1,france
snowqiang,0,1,blank field
dshafik,0,4,united states
mohamedaymenkarmous,0,1,blank field
ivanmyagky,0,2,blank field
microhuang,0,1,blank field
schlndh,0,1,blank field
Metabolix,1,8,finland
1ApSH,0,2,blank field
mre,0,1,germany
coladict,0,1,bulgaria
rmccullagh,0,3,blank field
singerb,0,1,blank field
trowski,2,3,united states
joeyhub,0,1,blank field
Anonymodmous,0,1,blank field
huailairen,0,1,blank field
MESWEB,0,1,blank field
ju1ius,0,5,blank field
ivanor1,0,1,blank field
phackwer,0,12,blank field
zhoufengshan,0,1,blank field
PallHaraldsson,1,1,blank field
y-uti,0,4,japan
turboezh,0,2,russia
gooh,0,1,Undefined
paresy,0,1,germany
vobruba-martin,0,2,blank field
firedtoad,0,2,china
ranvis,1,1,blank field
jerairrest,0,1,canada
VBart,0,1,russia
jmikola,0,1,united states
JonesN3,0,1,norway
ChadSikorra,2,2,united states
zghosts,0,1,blank field
MatmaRex,0,1,poland
tyage,0,1,japan
rtournoy,1,1,france
RyanNerd,0,1,saint vincent and the grenadines
gohanman,0,1,blank field
ghfjdksl,0,2,blank field
TorbenKoehn,1,1,germany
owengo,0,1,blank field
sskaje,1,1,blank field
smoon8,0,1,blank field
c9s,0,5,taiwan
kinglozzer,0,1,united kingdom
maxdax15801,0,1,blank field
mmcco,0,1,united states
bestis,0,1,blank field
algo13,0,1,blank field
matason,0,1,blank field
axiac,0,1,blank field
Valkyrurr,1,1,philippines
plding,0,1,blank field
nomis,0,1,Undefined
krakjoe,0,3,united kingdom
LawnGnome,0,1,canada
jampunkramadhan,0,1,Undefined
nazar-pc,1,1,Undefined
punksdead,0,1,blank field
soda0289,0,1,blank field
not-implemented,1,1,germany
mathieuk,0,1,blank field
shouze,0,1,france
RajaRamKannuri,0,1,blank field
GeeH,0,1,united kingdom
Fermi,0,1,blank field
Jasu,0,1,blank field
msierks,1,1,canada
v-kaywon,0,1,united states
